Datensatz 1:Zeit(s),Datensatz 1:X(m),Datensatz 1:Y(m),Datensatz 1:X Geschwindigkeit(m/s),Datensatz 1:Y Geschwindigkeit(m/s)
1.335,-0.048376024520500001,1.91183556418,-0.0157191039266,-1.9600180513500001
1.3683333333300001,-0.049296733417900002,1.8484853021000001,-0.0067924283252299997,-2.0820139020499999
1.4016666666699999,-0.047837020387000002,1.7898958469499999,-0.014528610183600001,-2.4884682554899999
1.4350000000000001,-0.051138119199999998,1.67179624374,0.0061016171565999996,-2.6622379009200001
1.4683333333299999,-0.049678406169099999,1.6179676004300001,0.091399509363600001,-2.9954947340900002
1.50166666667,-0.0458382872164,1.4832051557699999,0.19058308944300001,-3.5648084837499998
1.5349999999999999,-0.034856950497899997,1.36034474072,0.22628917827200001,-3.6183676169900001
1.56833333333,-0.026256019701299999,1.2398647316,0.13702395619999999,-3.6084492589799999
1.6016666666699999,-0.027176712592399999,1.1265259402400001,0.0636281069413,-3.7532572859000002
1.635,-0.023336593639600001,0.99414390149999998,0.085448494558800006,-3.9867637715700002
1.6683333333299999,-0.021876880608800001,0.85938145684199996,0.14818919350099999,-4.1603633748800002
1.70166666667,-0.034699603109399998,0.69367373519999997,0.63651246548100004,-3.8089133396300001
1.76833333333,0.058675247984799998,0.49556102354100001,0.71574597688099995,-3.7208379261600002
1.8016666666700001,0.060134961015699998,0.33699451966499999,0.33737478796100001,-3.9492421271699998
1.835,0.066355485890300006,0.18080856699799999,0.19058308944300001,-2.7225380832199999
1.8683333333300001,0.067815198921199998,0.18172940517799999,0.075530136550900004,-1.28556569702
