Datensatz 1:Zeit(s),Datensatz 1:X(m),Datensatz 1:Y(m),Datensatz 1:X Geschwindigkeit(m/s),Datensatz 1:Y Geschwindigkeit(m/s)
1.3683333333300001,0.240044318349,1.96307012549,0.096990143701700005,-1.60202138738
1.4016666666699999,0.243949822058,1.9107453971499999,0.32798970916199999,-1.56469834126
1.4350000000000001,0.24543432966000001,1.8535787404499999,0.58804082844000005,-1.50074472866
1.4683333333299999,0.24691883726200001,1.80125400334,1.77753897602,-1.19449333836
1.50166666667,0.45176396738300001,1.79976942185,0.77889303159900003,-1.5334277165300001
1.5349999999999999,0.27651841017599998,1.69176260953,0.177688016611,-1.75333162586
1.56833333333,0.418418585708,1.67091034971,0.59328611421999999,-1.71298260384
1.6016666666699999,0.39327253559899999,1.6040598538399999,-0.80885309858800003,-2.2980489335400001
1.635,0.31970728965200002,1.5008948872200001,-1.0327918793399999,-2.4392731888400001
1.6683333333299999,0.30424507871099998,1.4316232838,-0.816922964561,-2.3404183773299998
1.70166666667,0.28636190797799999,1.3526678412099999,-0.859289760919,-2.35655841712
1.7350000000000001,0.234585300158,1.2712914388300001,-0.57482698537099997,-2.2899820844100001
1.76833333333,0.214281169632,1.19475695603,0.46820319163899998,-2.1326196979300001
1.8016666666700001,0.305341189535,1.13759015157,0.492412789558,-2.1971786257199999
1.835,0.27535321984200001,1.0562137491900001,-0.25606727943699997,-2.4695366023099998
1.8683333333300001,0.26231196869200002,0.96515350764200003,-0.44167419681600001,-2.55427019502
1.9016666666699999,0.24442879795899999,0.88135614547100005,-0.56272218641100002,-2.5058509991800002
1.9350000000000001,0.224124667434,0.79997974309099995,-0.57280951887700005,-2.47558900179
1.9683333333299999,0.206241496701,0.71618238091899999,-0.59298418380999995,-2.4473444708800001
2.0016666666699998,0.181095446592,0.63722693832999999,-0.64140337964799998,-2.4412920713999999
2.0350000000000001,0.17531707481799999,0.55585053595,-0.97630281752699999,-2.50988593217
2.06833333333,0.145329105125,0.469632213987,-1.9653729209799999,-2.57893531207
2.1016666666699999,-0.0105487737466,0.38583485181499999,-1.52600662502,-2.6968438915399999
2.1349999999999998,0.0248291709419,0.28751173089100002,-0.58395697821899994,-2.7478409628499998
2.1699999999999999,-0.0124216781266,0.196451489344,-0.455899697582,-2.7590378367200001
2.2033333333299998,-0.0109371705247,0.10054932821199999,-0.152839060375,-2.8182253235900001
